date,open_price_usd,high_price_usd,low_price_usd,close_price_usd,volume_usd,market_cap,fdv,circulating_supply,total_supply,volume_to_mcap,fdv_to_mcap,price_change_1d_pct,price_change_7d_pct,volatility_7d,rsi_14,ma_7,ma_30,sentiment_score,future_price_usd
2025-01-13,94559.55167224213,95497.57905874473,94200.4754924406,94454.77089638807,19608932595.53299,1798392959847.8052,1983550188824.1494,19039726.02739726,21000000,0.010903586164612466,1.1029570472695878,-0.11080929848023002,-3.9748232477113232,0.08251421462037399,43.92720152124001,95760.77612910385,97344.64898055946,0.2998962595936411,94456.3493746993
2025-01-14,94454.77089638807,95483.39306923722,93814.2672761931,94456.3493746993,76328330233.31137,1798552405901.8088,1983583336868.6853,19041095.89041096,21000000,0.04243875796048307,1.1028776978417265,0.0016711472552000117,-7.603532421169524,0.06526439078696376,43.93171447184129,94650.34110664696,97114.29360486497,1.0,96574.07768799194
2025-01-15,94456.3493746993,98297.36306011163,93681.5907656842,96574.07768799194,51241728228.81719,1839008567042.1592,2028055631447.8308,19042465.75342466,21000000,0.027863778966094658,1.1027983598302278,2.2420179557139264,-0.38990510176913906,0.0521367877365489,49.772439264274865,94596.3380809673,96842.71281052839,0.9696344827048986,100313.15239828422
2025-01-16,96574.07768799194,101108.99068050369,95476.46346715333,100313.15239828422,57637319739.543396,1910347184439.6536,2106576200363.9685,19043835.616438355,21000000,0.03017112292939028,1.1027190332326284,3.8717167171633093,5.574217148305305,0.05900773755623975,58.07642125574565,95352.97207930908,96650.68098262414,1.0,100044.57926776377
2025-01-17,100313.15239828422,100879.57457466173,98905.21195154458,100044.57926776377,50150102497.2729,1905369569259.89,2100936164623.039,19045205.479452055,21000000,0.026320406973200955,1.1026397180464649,-0.2677347128461349,8.301161114438083,0.04489970787212527,57.34307614667293,96448.44400563806,96451.00317812808,1.0,104160.69358484233
2025-01-18,100044.57926776377,104847.81788983954,99626.81098823498,104160.69358484233,69135117732.00064,1983904498087.189,2187374565281.689,19046575.342465755,21000000,0.03484800694723879,1.1025604142692749,4.114280201091169,9.947648725556512,0.05260607244158675,64.6999516016426,97794.7392688874,96577.84042601782,1.0,104334.61575724394
2025-01-19,104160.69358484233,104482.07638189022,102660.23267019444,104334.61575724394,49416447749.13053,1987360043978.7354,2191026930902.1228,19047945.20547945,21000000,0.02486537248187691,1.1024811218985977,0.1669748601087706,10.337468729635768,0.0514828769541571,64.97482731045909,99191.17699531621,96793.9491589007,1.0,101275.33714814208
2025-01-20,104334.61575724394,105777.8902763966,99583.92647291507,101275.33714814208,72970313683.92325,1929225806002.827,2126782080110.9836,19049315.06849315,21000000,0.03782362513339526,1.1024018409319718,-2.9321798780760466,7.220986496527315,0.06679527260948558,56.622644822437444,100165.54360270966,96913.41258660788,1.0,101764.90860170545
2025-01-21,101275.33714814208,102521.2349296413,100653.89666142948,101764.90860170545,120158523166.88387,1938691210854.682,2137063080635.8145,19050684.93150685,21000000,0.06197919632281789,1.1023225713669373,0.48340639226631676,7.737499146842719,0.06610173190982618,57.562765606618555,101209.62349228196,97065.48204104885,1.0,106182.2368201815
2025-01-22,101764.90860170545,107066.10520484924,100911.87810996575,106182.2368201815,95344290057.8965,2022989794102.8552,2229826973223.8115,19052054.79452055,21000000,0.04713038609281728,1.1022433132010354,4.340718504219265,9.94900428998271,0.07328465905974194,64.94515435912513,102582.21765402333,97435.08080343418,1.0,103673.53509537787
2025-01-23,106182.2368201815,107170.42826192129,101682.91470268248,103673.53509537787,55030669602.56557,1975335889920.0146,2177144237002.9353,19053424.657534245,21000000,0.02785889219316208,1.1021640664318069,-2.3626378572642937,3.349892428613499,0.07521338634142485,58.69975559650406,103062.2723250367,97736.034944792,1.0,104067.60991206947
2025-01-24,103673.53509537787,105631.93958318577,101695.7097230982,104067.60991206947,102455227371.20761,1982986923119.0225,2185419808153.459,19054794.520547945,21000000,0.05166712204539236,1.1020848310567937,0.3801112948729424,4.0212380058476604,0.07471308568684674,59.36086331881353,103636.99098850894,97915.09814160012,1.0,104835.19253555956
2025-01-25,104067.60991206947,105400.72363391498,102883.20982866164,104835.19253555956,51418786362.7815,1997756662139.9578,2201539043246.751,19056164.383561645,21000000,0.025738262991300807,1.102005607073539,0.7375807171305704,0.647556124583426,0.06286744883223834,60.681100907751365,103733.34798146856,98098.10608699635,0.9800934374456153,104796.04077738234
2025-01-26,104835.19253555956,106550.31190307601,103179.99207825889,104796.04077738234,22740744964.719296,1997154136020.4697,2200716856325.0293,19057534.24657534,21000000,0.011386574803901973,1.1019263944795863,-0.037346006842065016,0.4422549666661002,0.0628814284912892,60.57300790569761,103799.26584148833,98402.03036472062,0.541006466500796,102552.24874280207
2025-01-27,104796.04077738234,106495.86032206255,101694.91935041406,102552.24874280207,20639818380.26942,1954533475011.7878,2153597223598.8435,19058904.10958904,21000000,0.0105599718010176,1.1018471932724792,-2.141103822182311,1.2608317391154866,0.05881618325417987,54.573172402434736,103981.68178358262,98676.04041379635,0.5309519408024517,101958.46953745594
2025-01-28,102552.24874280207,103992.38414261205,101094.9742844618,101958.46953745594,93191643783.24739,1943356363211.1807,2141127860286.5747,19060273.97260274,21000000,0.04795396539071123,1.1017680034497628,-0.5790016431870826,0.19020400883771327,0.05917757373968992,53.074948067470416,104009.33334583268,98901.83541661533,1.0,101313.11264498268
2025-01-29,101958.46953745594,103958.4866629533,100851.51480859202,101313.11264498268,45780526813.56264,1931194469116.3481,2127575365544.6365,19061643.83561644,21000000,0.02370580878605681,1.1016888250089831,-0.6329605528613502,-4.585629688179038,0.031532693658744525,51.42256390128772,103313.74417794713,99156.82425412674,0.6820167677584059,103718.97939813645
2025-01-30,101313.11264498268,105474.71428818133,100878.75410676152,103718.97939813645,47425401641.53094,1977196325074.6118,2178098567360.8655,19063013.698630136,21000000,0.023986187431205792,1.1016096579476864,2.3746844710855086,0.04383404377672484,0.03686332252306991,56.8197003725232,103320.23622119836,99526.5474963602,0.8917980858048123,104781.5135100103
2025-01-31,103718.97939813645,105760.49238926273,103592.23057980557,104781.5135100103,42122570869.034325,1997594963724.4019,2200411783710.2163,19064383.561643835,21000000,0.021086642504594223,1.1015305022634188,1.0244355642907044,0.685999801997994,0.03814940107320414,58.986940214413636,103422.22244947562,99902.3359884467,0.8370000878609873,102382.39409722165
2025-02-01,104781.5135100103,105809.01856482601,101128.28143950585,102382.39409722165,37187819228.35328,1951997480883.741,2150030276041.6548,19065753.424657535,21000000,0.01905116148588316,1.101451357953729,-2.289639968370427,-2.339670848132347,0.043887334067919545,52.57098787537193,103071.82267257021,100168.94325450786,0.6356609742773167,100674.78762544956
2025-02-02,102382.39409722165,104035.45464896898,99507.37579110225,100674.78762544956,22827776122.48367,1919578587614.5652,2114170540134.441,19067123.287671234,21000000,0.011892076870294456,1.1013722250161648,-1.6678712065968604,-3.932642036245937,0.045631099858572506,48.52528515981065,102483.07222229408,100296.36461494448,0.34503248013842813,97568.31653024875
2025-02-03,100674.78762544956,102563.49632505426,95782.44723812648,97568.31653024875,59784234332.21204,1860480775480.9075,2048934647135.2236,19068493.15068493,21000000,0.03213375548949635,1.101293103448276,-3.08564951411483,-4.859895588494478,0.050201082542276565,42.16770299707854,101771.08190621505,100279.16373952586,0.896119950136347,101466.8606657039
2025-02-04,97568.31653024875,102033.4042619809,95701.93687055238,101466.8606657039,122163969235.23686,1934959133325.0193,2130804073979.782,19069863.01369863,21000000,0.06313516762770655,1.1012139932476115,3.99570708411936,-0.48216580141136056,0.06881419233382075,50.867558725376185,101700.85206739334,100386.167802766,1.0,98118.43921664466
2025-02-05,101466.8606657039,101584.40986415611,96369.28226539954,98118.43921664466,73196693057.98114,1871239603800.174,2060487223549.5378,19071232.87671233,21000000,0.03911668655864857,1.1011348944117223,-3.3000148295620035,-3.153267474401533,0.07626009919904385,44.65420204707795,101244.47014905933,100377.96279445423,1.0,96582.88682919052
2025-02-06,98118.43921664466,98614.12460813647,96342.02072667316,96582.88682919052,48848958931.79228,1842087031949.0679,2028240623413.001,19072602.739726026,21000000,0.026518268727024466,1.10105580693816,-1.5649987909649221,-6.880218654633374,0.0692645419217163,42.113708576011426,100225.02835349563,100189.74587103067,0.6466804413534332,96635.41875332211
2025-02-07,96582.88682919052,97057.36822170955,94803.0356191862,96635.41875332211,44462180396.172516,1843221329755.1467,2029343793819.7644,19073972.602739725,21000000,0.024121997547673163,1.1009767308244758,0.054390509391688546,-7.77436256053885,0.06661139132585955,42.234786644982,99061.30053111158,100179.18986721641,0.5393897839435869,96558.4563096667
2025-02-08,96635.41875332211,98421.10834231907,95728.61202198533,96558.4563096667,57077722340.22422,1841885622071.3818,2027727582503.0007,19075342.465753425,21000000,0.03098874417404632,1.1008976660682226,-0.07964206566111187,-5.688417270282409,0.0657546531145494,42.09586515823945,98229.30941860375,100230.58126387557,0.8284132298848116,96558.23762501091
2025-02-09,96558.4563096667,98153.06195519814,95017.15429884162,96558.23762501091,20760850644.84597,1842013722145.0713,2027722990125.229,19076712.328767125,21000000,0.011270736148843363,1.1008186126669537,-0.00022647903057393393,-4.088958216384686,0.06532034432574609,42.09544145836786,97641.23084711251,100369.97999192725,0.300850080185017,96548.57865379585
2025-02-10,96558.23762501091,97935.89675278589,95881.47645128834,96548.57865379585,25457107581.051964,1841961719056.7324,2027520151729.713,19078082.19178082,21000000,0.013820649646339302,1.1007395706182237,-0.010003259641677698,-1.0451526814411638,0.05836410532890134,42.07529756876491,97495.55400761924,100430.37838898387,0.49903927483882726,97399.98161383197
2025-02-11,96548.57865379585,98920.45949151451,94706.35406273369,97399.98161383197,37054987393.57789,1858338279338.9749,2045399613890.4714,19079452.05479452,21000000,0.01993985045971212,1.1006605399195866,0.8818389373592916,-4.008086014675083,0.037133750655676805,44.5922097450022,96914.57128592324,100525.05938703686,0.5716487024393668,95739.97737079239
2025-02-12,97399.98161383197,98847.60879086347,93844.08086073796,95739.97737079239,36454577154.5622,1826797458627.0784,2010539524786.6401,19080821.91780822,21000000,0.01995545646421004,1.1005815205685978,-1.7043167930165692,-2.4240722384511804,0.02487166457996224,40.86397235295764,96574.79102223007,100567.89960285035,0.6242927214471269,97836.18856127483
